Concepto,2025-Mar,2025-Abr,2025-May,2025-Jun,2025-Jul,2025-Ago,2025-Sep,2025-Oct,2025-Nov,2025-Dic,2026-Ene,2026-Feb,2026-Mar,Zona,Departamento,Tipo_Movimiento
2.2.1.2.3 San Ignacio,202.52,227.79,257.83,165.94,181.72,192.22,178.08,227.09,150.02,227.56,132.81,287.29,260.84,,,
2.2.1.3 Chalatenango Sur,1507,882.45,1228.09,903.14,1131.86,764.15,1043.59,1077.63,884.08,1075.61,994.39,886.74,1029.72,,,
2.2.1.3.1 Arcatao,335.95,449.24,534.58,377.67,358.29,164.59,180.91,258.3,162.04,379.13,135.57,123.02,156.1,,,
2.2.1.3.2 Azacualpa,0.37,0,0.52,23.46,0,32.05,29.26,0,0.41,0.77,0,21.3,0.76,,,
2.2.1.3.3 Comalapa,161.59,103.07,98.67,98.97,74.9,12.38,212.57,149.28,2.68,6.16,0,4.18,0,,,
2.2.1.3.4 Concepción Quezaltepeque,10.31,13.12,31.02,7.64,4.76,41,14.75,35.11,37.84,24.07,40.01,55.21,1.89,,,
2.2.1.3.5 Chalatenango,618.82,198.7,321.49,191.63,436.45,419.51,461.53,462.7,524.94,299.83,665.11,447.19,691.68,,,
2.2.1.3.6 El Carrizal,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.1.3.7 La Laguna,12.78,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.1.3.8 Las Vueltas,0,0,0,0,0,0,0,5.41,0,0,0,0,0,,,
2.2.1.3.9 Nombre de Jesús,45.81,39.76,49.97,39.09,47.14,38.59,48,59.99,23.17,40.7,21.98,19.66,39.11,,,
2.2.1.3.10 Nueva Trinidad,93.49,47.75,42.22,46.22,24.07,33.59,38.58,18.14,17.63,47.12,43.27,37.36,35.97,,,
2.2.1.3.11 Ojos de Agua,89.85,0,75.03,52.9,93.57,0,1.66,4.21,42.38,22.74,28.66,4.32,22.95,,,
2.2.1.3.12 Potonico,0,0,0,3.45,0,0,0,0,0,0,0,0,0,,,
2.2.1.3.13 San Antonio de la Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.1.3.14 San Antonio los Ranchos,18.82,21.11,33.14,25.58,59.66,2.63,13.52,16.06,8.21,134.38,0,61.4,63.13,,,
2.2.1.3.15 San Francisco Lempa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.1.3.16 San Isidro Labrador,0.2,0.4,0,0,0.45,0,0,0,0,7.23,0,6.72,0,,,
2.2.1.3.17 San José Cancasque / Cancasque,1.54,3.43,2.25,2.15,1.14,1.47,0.51,0.96,1.86,0.66,0.52,2.55,2.64,,,
2.2.1.3.18 San José las Flores / Las Flores,11.47,0.66,0,0.82,0,0,0.78,0.74,0,4.43,0,0,0,,,
2.2.1.3.19 San Luis del Carmen,106.01,5.22,39.19,33.55,31.43,18.34,41.54,66.73,62.94,108.4,59.26,103.83,15.49,,,
2.2.1.3.20 San Miguel de Mercedes,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.2 La Libertad,105749.1,88011.14,127721.29,89219.95,115558.73,75100.17,113135.3,82695.46,103460.07,76803.8,84774.34,101812.21,108316.2,,,
2.2.2.1 La Libertad Centro,1300.23,1455.67,1416.58,1477,1509.81,1259.24,1640.25,1837.48,1629.16,1439.6,1113.14,1088.9,912.68,,,
2.2.2.1.1 Ciudad Arce,97.15,99.17,134.92,217.18,216.36,84.24,77.11,312.04,35.3,122.22,175.62,344.64,16.29,,,
2.2.2.1.2 San Juan Opico,1203.08,1356.49,1281.67,1259.82,1293.45,1175,1563.14,1525.44,1593.86,1317.38,937.52,744.26,896.39,,,
2.2.2.2 La Libertad Costa,1845.71,1617.96,2375.35,1192.46,1506.72,1443.14,1868.58,1596.07,2061.78,2012.92,1401.48,1994.23,1356.15,,,
2.2.2.2.1 Chiltiupán,6.22,4.5,65.1,15.9,26.44,20,3.69,30.95,15.3,0,0,0,3.81,,,
2.2.2.2.2 Jicalapa,0,0,0,0,34.5,0,0,6.32,0,0,0,0,0,,,
2.2.2.2.3 La Libertad,1837.26,1578.04,2294.27,1176.56,1445.78,1402.67,1823.73,1548.44,2007.03,2012.92,1368.71,1976.38,1352.34,,,
2.2.2.2.4 Tamanique,1.92,25.42,15.98,0,0,20.47,41.15,0,39.45,0,32.77,17.85,0,,,
2.2.2.2.5 Teotepeque,0.3,10,0,0,0,0,0,10.36,0,0,0,0,0,,,
2.2.2.3 La Libertad Este,56150.39,42831.36,68730.19,41806.67,68833.01,34347.99,54802.6,36477.75,52095.37,33156.22,43729.48,51036.28,63170.46,,,
2.2.2.3.1 Antiguo Cuscatlán,55881.95,42540.11,68320.82,41659.2,68423.68,34224.87,54078.31,36196.22,51882.48,32793.87,43592.24,50610.52,62727.57,,,
2.2.2.3.2 Huizúcar,1.46,0.99,1.32,1.32,1.32,1.32,1.32,1.64,1.32,0.99,1.32,1.64,1.32,,,
2.2.2.3.3 Nuevo Cuscatlán,221.98,240.39,342.52,80.64,292.79,78.03,692.33,159.05,141.6,336.73,46.79,394.28,391.99,,,
2.2.2.3.4 San José Villanueva,20.71,41.21,49.83,43.29,23.16,5.45,30.65,70.35,63.31,17.94,32.15,20.88,46.22,,,
2.2.2.3.5 Zaragoza,24.3,8.66,15.7,22.22,92.07,38.32,0,50.49,6.67,6.68,56.98,8.95,3.35,,,
2.2.2.4 La Libertad Norte,425.13,358.47,456.13,526.15,523.49,481.11,590.44,423.28,518.33,604.49,434.98,354.66,533.81,,,
2.2.2.4.1 Quezaltepeque,390.88,297.47,384.44,404.14,385.24,369.51,376.79,284.38,413.22,428.92,276.47,199.49,413.97,,,
2.2.2.4.2 San Matías,21.8,0,39.28,46.13,100.42,54.8,64.79,92.93,79.32,120.65,119.15,90.23,107.62,,,
2.2.2.4.3 San Pablo Tacachico,12.45,61,32.41,75.88,37.83,56.8,148.85,45.97,25.79,54.92,39.36,64.94,12.21,,,
2.2.2.5 La Libertad Oeste,1741.05,1686.41,2246.35,2588.28,2506.5,1748.94,2584.75,2389.95,2957.91,3404.78,1515.09,1643.53,1953.64,,,
2.2.2.5.1 Colón,1703.15,1674.72,2230.85,2513.64,2380.57,1653.64,2495.56,2333.62,2922.45,3348.47,1488.97,1630.5,1948.7,,,
2.2.2.5.2 Jayaque,0,0,0,16.46,0,0,3.1,0,1.13,0,0,0,0,,,
2.2.2.5.3 Sacacoyo,4.58,4.58,4.58,4.58,4.61,4.61,4.58,4.76,4.78,4.78,4.95,5.57,4.94,,,
2.2.2.5.4 Talnique,24.41,2.35,10.93,47.56,121.32,90.7,81.51,48.84,14.25,44.45,17.83,2.73,0,,,
2.2.2.5.5 Tepecoyo,8.91,4.75,0,6.05,0,0,0,2.74,15.3,7.08,3.35,4.73,0,,,
2.2.2.6 La Libertad Sur,44286.59,40061.27,52496.68,41629.38,40679.19,35819.75,51648.68,39970.93,44197.52,36185.79,36580.16,45694.6,40389.48,,,
2.2.2.6.1 Comasagua,3.21,18.42,15.4,15.75,4.98,2.7,5.74,9.02,2.36,2.48,26.41,2.53,18.9,,,
2.2.2.6.2 Santa Tecla,44283.39,40042.86,52481.28,41613.63,40674.22,35817.05,51642.94,39961.91,44195.17,36183.32,36553.75,45692.07,40370.57,,,
2.2.3 San Salvador,1223888.46,1235244.05,1277960.99,1179304.27,1430932.69,1190264.18,1219198.03,1309992.19,1227439.99,1323194.1,1119265.8,1098889.16,1416535.62,,,
2.2.3.1 San Salvador Centro,1216589.25,1228654.85,1269084.94,1167498.24,1424051.85,1183711.77,1212761.63,1304553.85,1222112.38,1318475.74,1113282.56,1093871.8,1409659.41,,,
2.2.3.1.1 Ayutuxtepeque,165.27,159.97,133.97,159.43,458.77,457.01,156.27,144.09,136.62,356.38,233.67,367.01,12.21,,,
2.2.3.1.2 Cuscatancingo,96.38,57.46,23.85,59.93,93.35,97.87,60.94,65.35,22.44,46.45,39.28,83.2,51.98,,,
2.2.3.1.3 Mejicanos,495.15,763.28,632.4,584.07,524.48,681.41,376.26,453.16,593.11,507.75,573.46,387.76,463.3,,,
2.2.3.1.4 San Salvador,1214658.28,1226314.75,1267575.54,1165580.17,1422005.78,1181378.89,1211348.99,1302602.79,1220181.66,1316644.09,1111902.24,1092517.05,1408573.16,,,
2.2.3.1.5 Ciudad Delgado,1174.17,1359.38,719.19,1114.65,969.48,1096.58,819.18,1288.47,1178.54,921.07,533.91,516.78,558.76,,,
2.2.3.2 San Salvador Este,4646.71,4225.48,5619.01,9406.14,4305.88,4224.55,4149.66,3296.12,3226.17,2638.04,3856.64,3601.48,4748.06,,,
2.2.3.2.1 Ilopango,1387.3,968.26,1622.76,1247.18,1765.2,1625.89,1627.99,894.62,754.73,697.49,1276.08,845.96,767.68,,,
2.2.3.2.2 San Martín,161.9,119.54,142.73,323.78,236.22,109.91,144.44,142.15,226.31,107.47,191.03,223.22,153.61,,,
2.2.3.2.3 Soyapango,2988.36,3085.87,3752.1,7736.99,2201.06,2422.49,2276.79,2201.03,2140,1783.45,2303.15,2465.35,3778.88,,,
2.2.3.2.4 Tonacatepeque,109.14,51.81,101.41,98.18,103.4,66.26,100.44,58.32,105.13,49.63,86.38,66.94,47.89,,,
2.2.3.3 San Salvador Norte,1642.03,1242.82,1659.18,1293.89,1318.58,1199.63,949.33,899.67,846.77,873.63,1191.58,447.99,784.57,,,
2.2.3.3.1 Aguilares,905.16,405.46,486.14,620.16,622.95,579.38,395.25,485.35,368.04,386.96,732.26,381.13,165.99,,,
2.2.3.3.2 El Paisnal,45.37,20.91,3.97,23.78,13.2,57.34,16.66,14.78,17.95,0,0.88,9.31,13.57,,,
2.2.3.3.3 Guazapa,691.5,816.44,1169.06,649.95,682.43,562.91,537.42,399.54,460.78,486.66,458.45,57.56,605.01,,,
2.2.3.4 San Salvador Oeste,494.73,471.22,580.85,501.85,482.13,490.86,503.44,453.15,639.8,530.11,290.2,286.82,365.67,,,
2.2.3.4.1 Apopa,357.32,304.07,462.45,385.61,338.14,346.28,366.76,311.79,461.08,359.03,160.62,197.85,264.07,,,
2.2.3.4.2 Nejapa,137.41,167.15,118.4,116.24,144,144.58,136.68,141.36,178.73,171.08,129.58,88.96,101.6,,,
2.2.3.5 San Salvador Sur,515.73,649.69,1017.01,604.15,774.25,637.38,833.96,789.4,614.87,676.6,644.82,681.07,977.91,,,
2.2.3.5.1 Panchimalco,31.7,40.36,35.11,18.05,36.95,55.62,15.66,37.86,16.26,25.89,30.75,15.29,30.82,,,
2.2.3.5.2 Rosario de Mora,1.51,9.28,12.06,0,1.03,0,0,0,0,0,8.39,0.48,2.51,,,
2.2.3.5.3 San Marcos,268.76,382.18,541,402.61,469.22,325.28,525.08,455.55,408.65,397.65,381.99,423.33,648.15,,,
2.2.3.5.4 Santiago Texacuangos,127.83,201.2,263.92,171.95,101.32,216.15,219.65,216.04,177.67,190.33,151.36,215.21,249.85,,,
2.2.3.5.5 Santo Tomás,85.94,16.66,164.92,11.54,165.73,40.32,73.57,79.96,12.29,62.72,72.34,26.77,46.58,,,
2.2.4 Cuscatlán,2259.81,2591.95,2906.45,2474.48,2380.71,1602.86,2814.24,2799.47,3031.23,2754.36,2642.47,2322.4,2785.94,,,
2.2.4.1 Cuscatlán Norte,671.19,759.57,686.9,678.95,832,533.18,517.51,559.97,581.95,474.84,511.38,451.33,399.67,,,
2.2.4.1.1 Oratorio de Concepción,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.4.1.2 San Bartolomé Perulapía,0,1.61,0,0,0,11.28,0,0,9.94,0,5.29,0,0,,,
2.2.4.1.3 San José Guayabal,28.69,34.83,45.4,64.83,42.1,56.61,40.59,72.65,46.26,47.2,45.77,39.97,65.11,,,
2.2.4.1.4 San Pedro Perulapán,335.58,361.39,350.96,287.94,432.83,187.13,90.41,117.75,129.83,142.06,87.28,93.6,93.24,,,
2.2.4.1.5 Suchitoto,306.92,361.74,290.54,326.17,357.08,278.15,386.51,369.57,395.91,285.58,373.04,317.77,241.32,,,
2.2.4.2 Cuscatlán Sur,1588.62,1832.38,2219.55,1795.53,1548.71,1069.68,2296.74,2239.5,2449.28,2279.52,2131.1,1871.07,2386.28,,,
2.2.4.2.1 Candelaria,16.98,15.6,4.9,15.35,6.48,7.57,16.33,8.35,20.01,16.26,0,8.7,9.19,,,
2.2.4.2.2 Cojutepeque,1235.64,1386.94,1766.83,1228.78,1046.59,800.98,1825.6,1654.95,1938.05,1843.27,1651.26,1446.7,2088.41,,,
2.2.4.2.3 El Carmen,56.12,126.02,57.28,67.9,107.08,36,61.56,180.87,133.11,95.9,82.82,35.75,13.36,,,
2.2.4.2.4 El Rosario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.4.2.5 Monte San Juan,0,0,0,0,0,0,0,4.72,28.35,23.62,0,0,0,,,
2.2.4.2.6 San Cristóbal,3.99,2.07,0,6.06,0,4.1,0,11.06,4.51,16.72,14.03,10.98,6.07,,,
2.2.4.2.7 San Rafael Cedros,97.4,163.97,195.8,249.21,209.29,110.03,154.16,118.75,92.26,158.96,187.08,134.15,123.83,,,
2.2.4.2.8 San Ramón,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.2.4.2.9 Santa Cruz Analquito,118.82,80.67,81.32,100.2,148.18,73.32,106.26,204.34,112.28,77.04,111.26,133.79,107.68,,,
2.2.4.2.10 Santa Cruz Michapa,0,10.63,76.36,89.83,18.29,11.44,10.95,28.55,6.76,3.24,53.66,5.44,0,,,
2.2.4.2.11 Tenancingo,59.68,46.46,37.06,38.19,12.8,26.25,121.87,27.92,113.95,44.52,30.99,95.56,37.74,,,
2.3 Zona Paracentral,14985.74,12669.64,20827.19,16199.43,17073.38,14338.08,22136.48,24311.37,18464.24,18444.5,20997.8,12613.74,19957.07,,,
2.3.1 La Paz,11579.77,9808.12,17367.54,13692.84,13618.83,11382.54,19088.32,20538.53,14883.29,15319.42,17530.69,9939.1,15949.83,,,
2.3.1.1 La Paz Centro,204.33,261.99,139.9,258.34,341.1,190.78,305.2,272.37,108.37,342.06,157.62,322.91,172.84,,,
2.3.1.1.1 El Rosario,104.49,119.31,46.09,21.73,65.92,65.26,159.24,108.71,15.93,58.33,52.75,104.37,82.71,,,
2.3.1.1.2 Jerusalén,0,0,0,0.22,0,0,0,0,0,0,0,0,0,,,
2.3.1.1.3 Mercedes la Ceiba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.3.1.1.4 Paraíso de Osorio,0,0,0,0,0,1.31,0.89,0.57,11.21,0,0,2.98,0,,,
2.3.1.1.5 San Antonio Masahuat,0,0,8.85,0,80.13,0,0,0,4.25,49.81,0,51.91,16.5,,,
2.3.1.1.6 San Emigdio,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2.3.1.1.7 San Juan Tepezontes,3.82,2.34,4.72,5.39,7.01,0,0,0,0,6.1,0,0,6.6,,,
2.3.1.1.8 San Miguel Tepezontes,9.77,4.23,12.72,6.76,6.7,8.72,2.59,9.68,3.69,5.28,2.61,3.13,3.25,,,
2.3.1.1.9 San Pedro Nonualco,9.96,69.43,5.06,79.78,24.33,7.47,52.16,13.98,14.97,75.51,27.07,74.53,15.19,,,
2.3.1.1.10 Santa María Ostuma,0.28,0.5,0.51,0,0.19,0.54,0.39,0,0.85,0.78,0,0,0.61,,,
2.3.1.1.11 Santiago Nonualco,55.36,63.23,39.08,142.52,154.78,106.04,87.04,136.62,54.69,140.45,73.44,83.82,45.59,,,
2.3.1.1.12 San Luis la Herradura,20.65,2.96,22.88,1.95,2.05,1.44,2.89,2.81,2.78,5.8,1.75,2.16,2.4,,,
2.3.1.2 La Paz Este,2318.68,2327.45,2450.32,2115.63,2528.78,2623.01,2455.48,2618.44,2646.61,2098.52,2457.36,2042.65,2191.82,,,
2.3.1.2.1 San Juan Nonualco,187.63,194.32,143.4,343.96,354.73,304.67,210.01,254.76,201.89,188.2,271.62,245.64,146.86,,,
2.3.1.2.2 San Rafael Obrajuelo,9.32,31.74,8.14,10.14,11.52,9.22,8.1,5.23,3.89,21.72,28.65,6.5,10.06,,,
2.3.1.2.3 Zacatecoluca,2121.73,2101.4,2298.77,1761.53,2162.53,2309.12,2237.37,2358.45,2440.83,1888.6,2157.09,1790.51,2034.89,,,
2.3.1.3 La Paz Oeste,9056.77,7218.67,14777.32,11318.87,10748.95,8568.74,16327.64,17647.72,12128.31,12878.85,14915.7,7573.54,13585.17,,,
2.3.1.3.1 Cuyultitán,0,0,0,0,2.69,0,0,0.09,0,0,0,0,0,,,
2.3.1.3.2 Olocuilta,1138.04,147.35,1862.45,189.52,154.94,115.92,334.43,3528.84,973.1,2695.22,2134.64,343.78,839.25,,,
2.3.1.3.3 San Francisco Chinameca,0,1.6,0.09,1.28,0,0,0.02,0.7,0,1.27,0,0,3.29,,,
2.3.1.3.4 San Juan Talpa,56.43,52.5,14.41,52.09,58.74,57.77,36.38,35.35,52.81,49.84,4.38,8.33,29.19,,,
2.3.1.3.5 San Luis Talpa,7827.17,6997.51,12887.25,11050.53,10523.73,8391.08,15947.9,14077.58,10908.68,10118.91,12765.37,7208.99,12707.35,,,
2.3.1.3.6 San Pedro Masahuat,28.21,12.67,7.38,21.87,8.85,1.92,1.12,0.18,188.29,4.71,6.16,8.81,2.18,,,
2.3.1.3.7 Tapalhuaca,6.92,7.03,5.75,3.57,0,2.06,7.77,4.99,5.42,8.89,5.16,3.63,3.9,,,
2.3.2 Cabañas,1982.22,1556.23,1796.41,1492.27,1743.59,1616.81,1946.78,2252.9,2301,1734.31,1943.56,1723.18,2617.17,,,
2.3.2.1 Cabañas Este,1198.58,988.04,881.93,823.54,1065.29,790.12,1198.35,1460.58,1441.77,967.21,1047.62,1118.71,1800.59,,,
2.3.2.1.1 Guacotecti,4.52,0,1.1,2.18,1.66,0,1.19,0,1.28,0,0,0.92,0,,,
2.3.2.1.2 San Isidro,32.96,30.22,3.18,42.99,3.78,10.02,13,15.46,23.72,13.93,20.26,13.97,11.74,,,
2.3.2.1.3 Sensuntepeque,891.98,769.65,654.06,595.22,838.81,634.37,827.62,1219.3,1255.03,837.87,889.19,959.79,1610.07,,,
2.3.2.1.4 Victoria,72.86,48.48,35.47,61.78,73.99,10.17,174.93,15.11,22.2,0.34,0,1.01,1.55,,,
2.3.2.1.5 Dolores,196.25,139.68,188.12,121.37,147.05,135.56,181.59,210.71,139.53,115.07,138.18,143.03,177.23,,,
2.3.2.2 Cabañas Oeste,783.65,568.19,914.48,668.74,678.3,826.69,748.43,792.32,859.23,767.1,895.94,604.48,816.57,,,
2.3.2.2.1 Cinquera,31.83,55.74,69.94,68.76,81.39,77.77,11.1,77.18,121.03,10.03,251.51,60.31,94.05,,,
2.3.2.2.2 Ilobasco,483.16,347.57,646.51,332.81,282.72,238.32,432.51,328.71,316.97,394.88,244.67,255.18,393.09,,,
2.3.2.2.3 Jutiapa,9.62,50.56,50.03,138.77,80.15,273.62,168.81,158.06,168.43,208.81,157.18,90.45,149.89,,,
2.3.2.2.4 Tejutepeque,259.04,114.32,147.99,128.39,234.03,236.98,136.01,228.37,252.8,153.38,242.58,198.54,179.54,,,
2.3.3 San Vicente,1423.74,1305.3,1663.24,1014.31,1710.96,1338.73,1101.39,1519.94,1279.96,1390.77,1523.55,951.46,1390.08,,,
2.3.3.1 San Vicente Norte,828.04,515.85,788.73,533.98,574.19,713.44,515.31,778.61,754.86,713.58,443.85,408.19,683.47,,,
2.3.3.1.1 Apastepeque,108.34,133.46,150.7,129.44,168.27,132.08,118.68,190.49,179.99,170.75,112.25,101.88,165.17,,,
2.3.3.1.2 Santa Clara,219.88,15.33,350.45,213.86,316.65,296.75,141.37,209.59,297.26,206.06,87.82,98.14,229.46,,,
2.3.3.1.3 Santo Domingo,6.77,5,5.97,2.56,4.76,3.58,0,13,7.08,7.9,4.5,0,1.1,,,
2.3.3.1.4 San Esteban Catarina,101.95,49.81,62.88,16.61,12.85,68.75,130.21,65.82,61.56,53.99,33.17,117.21,71.28,,,
2.3.3.1.5 San Ildefonso,81.6,14.09,8.9,20.83,11.1,65.28,46.21,46.72,42.2,79.93,35.65,16.37,34.62,,,
2.3.3.1.6 San Lorenzo,251.99,289.76,206.77,129.53,50.96,90.61,75.13,214.95,153.67,191.98,163.02,29.38,159.39,,,
2.3.3.1.7 San Sebastián,57.49,8.4,3.06,21.15,9.59,56.38,3.72,38.04,13.1,2.98,7.44,45.2,22.46,,,
2.3.3.2 San Vicente Sur,595.71,789.45,874.51,480.33,1136.77,625.29,586.07,741.32,525.1,677.19,1079.7,543.27,706.61,,,
2.3.3.2.1 Guadalupe,0,12.01,2.53,0,17.57,12.01,6.65,4.59,5.9,4.63,0,0,8.1,,,
2.3.3.2.2 San Cayetano Istepeque,4.52,2.17,1.93,1.24,1.72,1.7,2.21,1.13,1.61,3.47,1.33,1.45,1.93,,,
2.3.3.2.3 San Vicente,569.3,769.21,810.85,469.94,1100.78,603.32,571.29,729.84,488.26,587.01,1065.07,522.46,663.64,,,
2.3.3.2.4 Tecoluca,21.88,6.05,14.11,9.15,16.03,4.52,5.92,1.72,22.54,40.65,13.3,19.36,10.78,,,
2.3.3.2.5 Tepetitán,0,0,0,0,0.67,0,0,0.31,0,21.07,0,0,0,,,
2.3.3.2.6 Verapaz,0,0,45.09,0,0,3.73,0,3.74,6.79,20.36,0,0,22.16,,,
2.4 Zona Oriental,40332.79,42676.33,46772.67,36118.13,48799.68,33636.3,41861.93,41781.01,44452.49,37858.31,37536.78,48717.25,53726.68,,,
2.4.1 Usulután,3198.29,2454.9,3138.61,2568.36,2641.21,2427.82,2746.22,3054.5,2108.83,2417.13,2613.59,2366.9,2733.2,,,
2.4.1.1 Usulután Este,1885.07,1281.34,1589.21,1176.97,1540.45,1129.24,1346.39,1213.95,1021.15,1260.36,1219.82,1140.58,1075.74,,,
2.4.1.1.1 California,18.41,0,34.14,27.74,29.75,36.94,69.53,0,20.93,29.31,48.85,0,118.28,,,
2.4.1.1.2 Concepción Batres,126.82,87.74,58.6,67.16,63.99,53.7,80.55,72.77,77.91,88.27,53.57,37.29,30.37,,,
2.4.1.1.3 Ereguayquín,0.1,25.71,0.96,5,0,57.6,3.6,0,4.57,1.03,25.26,0,0,,,
2.4.1.1.4 Jucuarán,184.26,174.59,213.19,137.57,103.08,82.97,201.69,93.07,65.89,154.9,103.41,158.6,85.75,,,
2.4.1.1.5 Ozatlán,42.7,50.42,89.33,100.49,59.95,52.74,60.64,35.65,75.49,102.89,40.4,64.88,33.02,,,
2.4.1.1.6 San Dionisio,7.1,11.83,0,4.07,7.43,14.74,9.2,9.78,11.68,13.41,4.58,35.02,9.17,,,
2.4.1.1.7 Santa Elena,100.02,57.66,55.26,79.15,68.8,120.14,46.53,66.9,61.26,43.91,57.77,140.41,40.19,,,
2.4.1.1.8 Santa María,4.18,3.88,0.62,1.28,1.69,1.37,0.47,3.45,2.91,12.66,3.32,2.71,4.03,,,
2.4.1.1.9 Tecapán,0,1.44,0,2.13,0,3.16,0,2.18,1.75,0.73,1.39,1.87,0.85,,,
2.4.1.1.10 Usulután,1401.47,868.07,1137.1,752.39,1205.75,705.88,874.18,930.14,698.75,813.25,881.27,699.81,754.08,,,
2.4.1.2 Usulután Norte,722.33,691.33,911.17,860.04,747.22,868.96,739.94,959.66,596.66,762.89,928.73,785.68,1201.46,,,
2.4.1.2.1 Alegría,134.95,246.9,129.22,146.31,150.47,156.05,149.2,155.17,62.32,124.87,256.53,211.68,465.59,,,
2.4.1.2.2 Berlín,92.62,103.62,153.29,124.89,147.5,140.28,104.54,145.26,98.15,133.8,198.74,77.65,164.05,,,
2.4.1.2.3 El Triunfo,49.58,38.85,39.93,50.82,58.33,63.47,39.74,71.61,51.05,60.29,41.06,25.89,36.07,,,
2.4.1.2.4 Estanzuelas,6,22.54,9.53,20.64,19.35,0,0.03,35.5,0.55,28.9,10.49,0,24.61,,,
2.4.1.2.5 Jucuapa,125.88,83.24,115.24,150.5,104.54,102.53,107.25,125.51,110.47,166.34,142.14,120.47,171.73,,,
2.4.1.2.6 Mercedes Umaña,99.8,0.36,106.22,86.85,49.73,86.91,27.91,69.76,120.94,40.31,80.93,78.14,110.76,,,
2.4.1.2.7 Nueva Granada,22.07,34.82,35.6,30.75,13.8,23.4,10.76,18.49,14.17,17.21,12.48,10.78,10.71,,,
2.4.1.2.8 San Buenaventura,92.47,54.2,110.63,111.14,91.15,103.82,154.93,194.9,48.5,51.14,92,156.63,84.95,,,
2.4.1.2.9 Santiago de María,98.94,106.79,211.5,138.12,112.36,192.49,145.57,143.45,90.51,140.01,94.36,104.43,132.98,,,
2.4.1.3 Usulután Oeste,590.89,482.24,638.23,531.36,353.54,429.63,659.89,880.9,491.02,393.88,465.04,440.63,456.01,,,
2.4.1.3.1 Jiquilisco,406.84,338.44,479.98,352.71,251.32,223.97,403.7,637.97,232.68,198.94,258.95,282.33,275.78,,,
2.4.1.3.2 Puerto el Triunfo,10.05,34.36,8.86,11.29,8.52,11.11,10.53,10.51,9.43,28.64,10.8,9.5,20.24,,,
2.4.1.3.3 San Agustín,120.32,77.04,100.45,114.79,58.34,138.03,192.57,183.99,168.02,122.13,149.99,91.69,110.49,,,
2.4.1.3.4 San Francisco Javier,53.67,32.41,48.95,52.57,35.35,56.52,53.09,48.43,80.88,44.18,45.29,57.11,49.5,,,
2.4.2 San Miguel,27747.36,30439.29,33781.64,25948.68,36386.36,22391.18,29065.59,28673.36,32752.87,25985.88,24904.71,36683.7,39633.76,,,
2.4.2.1 San Miguel Centro,26176.04,29444.81,32616.54,24888.25,35435.72,21451.79,27722.88,27772.53,31837.07,24969.25,24061.53,35922.96,38399.42,,,
2.4.2.1.1 Comacarán,2.66,4.66,4.63,1.34,3.68,1.43,2.68,7.6,7.47,9.41,5.96,2.82,4.14,,,
2.4.2.1.2 Chirilagua,18.35,100.31,64.9,18.41,42.33,46.09,34.56,102.01,17.14,67.16,22.12,27.42,88.78,,,
2.4.2.1.3 Moncagua,29.63,20.92,53.77,28.21,26.17,36.51,35.78,39.21,40.44,40.29,20.69,27.58,34.39,,,
2.4.2.1.4 Quelepa,144.18,84.73,104.45,35.49,81.6,63.12,120.93,66.51,49.16,56.16,50.04,11.53,91.19,,,
2.4.2.1.5 San Miguel,25974.92,29225.95,32383.55,24790.72,35260.86,21300.47,27516.58,27529.94,31699.52,24782.54,23961.2,35842.83,38165.58,,,
2.4.2.1.6 Uluazapa,6.3,8.23,5.24,14.08,21.08,4.17,12.36,27.26,23.34,13.68,1.51,10.79,15.33,,,
2.4.2.2 San Miguel Norte,782.63,476.6,470.61,505.44,385.8,446.8,545.79,505.35,323.27,431.88,342.42,290.17,509.43,,,
2.4.2.2.1 Carolina,6.43,4.25,3.99,4.9,29.67,7.95,3.26,3.07,5.83,2.73,3.23,3.54,4.64,,,
2.4.2.2.2 Ciudad Barrios,90.29,134.09,83.56,46.8,87.67,41.19,102.05,40.37,41.68,64.34,27.59,41.55,53.22,,,
2.4.2.2.3 Chapeltique,344.85,274.28,237.09,254.39,166.46,163.01,281.41,306.86,189.87,128.98,239.23,164.82,291.76,,,
